unique_key,lang,link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions_2,spa_Latn,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,2,"La semana pasada, Naked News (Noticias al desnudo) hizo saber públicamente que elevaría radicalmente su mandato de idioma internacional para comunicar noticias, a cuyo fin incorporará tres nuevas transmisiones. Esta organización global, que ya da las noticias en inglés y en japonés, está activando programas en español, italiano y coreano para la televisión, internet y dispositivos móviles.","Según el fragmento, ¿dónde no estarán disponibles las nuevas transmisiones de Naked News?",Móviles,Internet,Teatros,Televisión,3,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money_2,spa_Latn,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,2,"La nacionalización del banco Northern Rock se produjo en 2008, luego de que se diera a conocer que el gobierno del Reino Unido le había dado a la compañía un apoyo de emergencia. Como consecuencia de su exposición durante la crisis de las hipotecas de alto riesgo en 2007, había sido necesario para Northern Rock obtener respaldo económico. Antes de su nacionalización, se rechazó una oferta que el Virgin Group de Sir Richard Branson había hecho por el banco. En 2010, cuando ya había sido nacionalizado, el hoy en día banco principal, Northern Rock plc, se separó del «banco malo», Northern Rock (Gestión de Activos). Virgin no ha adquirido la empresa de gestión de activos, sino únicamente el «buen banco» de Northern Rock.","Según el fragmento, ¿cuál de las siguientes afirmaciones describe con exactitud las relaciones de Virgin Group con el banco Northern Rock?",Virgin Group también compró la empresa de gestión de activos de Northern Rock,Virgin Group compró el banco después de su nacionalización,Virgin Group ofreció al banco apoyo financiero de emergencia durante la crisis hipotecaria,La primera oferta de Virgin Group por el banco se realizó después de su nacionalización,2,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto_1,spa_Latn,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,"La decisión del Sr. Rudd de suscribir el acuerdo climático de Kyoto deja solo a Estados Unidos, que pasará a ser la única nación desarrollada que no ratificó el acuerdo. El anterior gobierno conservador de Australia se rehusó a ratificar el Protocolo de Kioto, alegando que sería perjudicial para la economía con su marcada dependencia de las exportaciones de carbón, al tiempo que países como India o China no quedaban compelidos a cumplir con objetivos de emisiones.","Como se señala en el fragmento, ¿a qué nación afecta la firma del acuerdo climático de Kyoto?",Estados Unidos,India,Australia,China,1,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle_1,spa_Latn,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,1,"Llevaron al fotógrafo al Centro Médico Ronald Reagan, UCLA, lugar en el que falleció más tarde. De acuerdo a los informes, estaba en sus veintes. Bieber manifestó en un comunicado: «[si bien] no estuve presente ni directamente involucrado en este terrible accidente, mis pensamientos y plegarias están con los familiares de la víctima». Según la página web de noticias de entretenimiento TMZ, el fotógrafo detuvo el vehículo del lado contrario del bulevar Sepulveda e intentó tomar fotografías de la parada policial antes de cruzar la calle y seguir, lo que causó que el agente de la patrulla caminera de California que realizaba la detención de vehículos le diera dos veces la orden de volver a cruzar. Según las autoridades policiales, es poco probable que el conductor del vehículo que embistió al fotógrafo sea procesado penalmente.","Según el fragmento, ¿qué no ocurrió antes de que el fotógrafo fuera embestido por el vehículo?",La patrulla caminera ordenó al fotógrafo que volviera a cruzar la calle,El fotógrafo detuvo su vehículo en el bulevar Sepúlveda,El fotógrafo tomó fotografías de una parada policial,El fotógrafo fue capaz de obtener una foto de Bieber,4,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu_2,spa_Latn,https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu,2,"El ministro presidencial, Rodrigo Arias anunció: «Arias dio positivo en un caso leve del virus». El presidente se encuentra estable, aunque permanecerá aislado en su casa por varios días. Excepto por el estado febril y el dolor de garganta, me siento bien y en buen estado para continuar con mis funciones en la modalidad de teletrabajo. «Espero poder volver a mis funciones el lunes», manifestó Arias en un comunicado.","Según el fragmento, ¿cuál de las siguientes afirmaciones sobre el presidente es correcta?",No tiene fiebre,Permanecerá en casa durante varias semanas,Se encuentra bien como para teletrabajar,Tiene un caso grave del virus,3,spa_Latn,2023-06-01
"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico_1",spa_Latn,"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico",1,"La marea roja es originada por una densidad superior a la regular de Karenia Brevis, organismo marino formado por una sola célula y que es de origen natural. Los factores naturales pueden combinarse y generar condiciones óptimas, lo que permite que el alga crezca enormemente en cantidad. Las algas generan una sustancia neurotóxica capaz de inhabilitar los nervios, no solo de los peses, sino también de los seres humanos. Con frecuencia, las concentraciones elevadas de la toxina en las aguas provocan la muerte de los peces. El agua afectada que llega al aire por el viento y las olas puede perjudicar a quienes la respiran.",¿Cuál de las siguientes no se considera un rasgo de Karenia Brevis?,Es un tipo de alga,Puede inhabilitar los nervios de los humanos,Es multicelular,Se produce de forma natural,3,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Remnants_of_Hurricane_Felicia_affect_Hawaii_2,spa_Latn,https://en.wikinews.org/wiki/Remnants_of_Hurricane_Felicia_affect_Hawaii,2,"La tormenta Felicia, que tiempo antes había alcanzado la cuarta categoría en la escala de huracanes de Saffir-Simpson, se redujo a una depresión tropical antes de desvanecerse el día martes. Sus remanentes provocaron precipitaciones en casi todas las islas, pero hasta ahora no hay registros de daños o inundaciones. La lluvia, que alcanzó las 6.34 pulgadas según un medidor de Oahu, se describió como «provechosa». Parte de las precipitaciones contaron, además, con tormentas eléctricas y numerosos relámpagos.",¿Qué afirmación sobre el huracán Felicia no es cierta?,Las lluvias producidas beneficiaron a Oahu ,Primero fue clasificado como depresión tropical antes de convertirse en tormenta de categoría 4,En la mayor parte de las islas se registraron precipitaciones,Algunas lluvias estuvieron acompañadas de relámpagos,2,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Romanian_artists_auction_off_their_works_for_tsunami_victims_2,spa_Latn,https://en.wikinews.org/wiki/Romanian_artists_auction_off_their_works_for_tsunami_victims,2,"Además, la exhibición artística integra una campaña del Ayuntamiento de Bucarest cuyo objetivo es relanzar la imagen de la capital de Rumania como una ciudad cosmopolita creativa y vivaz. Este año, de junio a agosto, la ciudad será la primera en el sureste de Europa en ser anfitriona del CowParade, el evento artístico gratuito más grande del mundo.",¿Cuál de las siguientes afirmaciones describe adecuadamente CowParade?,Solo se celebra en ciudades consideradas «creativas» ,Fue creado por el Ayuntamiento de Bucarest,Es un evento artístico que se celebra en verano en todo el sureste de Europa,Es el mayor evento de arte público del mundo,4,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Russian_military_cargo_jet_crash_kills_eleven_in_Siberia_2,spa_Latn,https://en.wikinews.org/wiki/Russian_military_cargo_jet_crash_kills_eleven_in_Siberia,2,"La aeronave viajaba hacia Irkutsk y la guiaban tropas del interior. Se dio inicio a una pesquisa para investigar. El Il-76 ha funcionado como un componente de gran importancia para la milicia rusa y soviética desde la década de 1970 y ya había sufrido un severo siniestro en Rusia, el mes pasado. El 7 de octubre, un motor se separó al despegar, sin dejar heridos. Rusia hizo permanecer en tierra los Il-76 por poco tiempo después de ese accidente.",¿Qué es el II-76?,Un submarino,Un tanque,Una aeronave,Un tren,3,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced_2,spa_Latn,https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced,2,Fluke escribió que los esfuerzos de algunos para acallar a las mujeres que hablan sobre la salud de estas no prosperaron. Concluyó esto en base al gran número de comentarios positivos y alentadores de parte de mujeres y hombres instando a que los medicamentos anticonceptivos fueran considerados como una necesidad sanitaria.,"Según el fragmento, ¿de qué no querían algunos que hablaran las mujeres?",Hombres,Gastos médicos,Salud de la mujer,Fluke,3,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola_2,spa_Latn,https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola,2,"Al día de hoy no se ha demostrado a ciencia cierta que algún fármaco sea adecuado para tratar la infección existente causada por ébola, aun cuando existe una vacuna experimental que pareciera ser capaz de disminuir la mortalidad causada por esa enfermedad. Zmapp, un combinado de anticuerpos, tuvo un prometedor resultado de campo al principio, pero estudios los formales demostraron que era menos beneficioso de lo que se esperaba para prevenir la muerte. En el ensayo PALM, la función de Zmapp fue de control, es decir, que los científicos lo utilizaron como base y compararon con él los otros tres tratamientos.",¿Cuál de las siguientes afirmaciones describe el ensayo PALM correctamente?,Los estudios muestran que puede tener más beneficios de lo que se pensaba,"Se comparó un fármaco de control con otros tres tratamientos, uno de los cuales era ZMapp",El ZMapp se utilizó como base del ensayo,Se demostró su eficacia en el tratamiento de afecciones existentes,3,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Scientists_say_new_medical_diagnostic_chip_can_sort_cells_anywhere_with_an_inkjet_1,spa_Latn,https://en.wikinews.org/wiki/Scientists_say_new_medical_diagnostic_chip_can_sort_cells_anywhere_with_an_inkjet,1,"El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno. Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.",¿Dónde creen los investigadores que tendrá más relevancia el nuevo chip?,Países de bajos recursos,Países avanzados,En los Estados Unidos,En la Universidad de Stanford,1,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking_1,spa_Latn,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,1,"Los científicos han hallado accidentes geográficos desparramados sobre la superficie lunar denominados escarpes lobulados, que parecen ser el resultado del achicamiento muy lento que experimenta este satélite. Estos declives ásperos fueron hallados por toda la superficie lunar y lucen mínimamente erosionados, lo que supone que los fenómenos geológicos que le dieron origen fueron bastante recientes. Esta premisa se enfrenta con la que sostiene que la luna no presenta ningún tipo de actividad geológica.","Según el fragmento, ¿qué afirmación sobre los escarpes lobulados no es cierta?",Los sucesos que los crearon probablemente ocurrieron recientemente,Su existencia significa que la luna no carece de actividad geológica,Pueden ser el resultado del achicamiento de la luna,No se encontraron muchos de ellos en la superficie lunar,4,spa_Latn,2023-06-01
https://en.wikinews.org/wiki/Sealing_ships_trapped_in_ice_off_coast_of_Newfoundland_2,spa_Latn,https://en.wikinews.org/wiki/Sealing_ships_trapped_in_ice_off_coast_of_Newfoundland,2,"Los esfuerzos de rescate no solo se han frustrado a causa del devastador hielo, sino también debido a las condiciones climáticas extremas. Pitman insinuó que las condiciones no mejorarían hasta la semana siguiente. Según Pittman, el volumen y espesor del hielo es el peor con el que han tenido que lidiar los cazadores de focas en los últimos 15 años.","Además del hielo, ¿qué más está afectando a los esfuerzos de rescate?",Falta de suministros,Condiciones climáticas,Falta de ayuda,Los cazadores de focas,2,spa_Latn,2023-06-01
